Paper Name,Link,Year,Venue
An End-to-End Domain Specific Modeling and Analysis Platform,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7809780,2016,MiSE
Open Source Software Evolution: A Systematic Literature Review,https://www-igi-global-com.proxy-ub.rug.nl/gateway/article/179923,2016,IJOSSP
Automated procedure clustering for reverse engineering PL/SQL programs,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/2851613.2851781,2016,SAC
Does Technical Debt Lead to the Rejection of Pull Requests?,https://sol.sbc.org.br/index.php/sbsi/article/view/5969,2016,SBSI
The Impact of a Low Level of Agreement Among Reviewers in a Code Review Process,https://link-springer-com.proxy-ub.rug.nl/chapter/10.1007/978-3-319-39225-7_8,2016,OSS
Review participation in modern code review,https://link-springer-com.proxy-ub.rug.nl/article/10.1007/s10664-016-9452-6,2016,Empirical Software Engineering
The quest for open source projects that use UML: mining GitHub,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/2976767.2976778,2016,MODELS
Combining text mining and data mining for bug report classification,https://onlinelibrary-wiley-com.proxy-ub.rug.nl/doi/full/10.1002/smr.1770,2016,Journal of Software: Evolution and Process
Requirements Reconciliation for Scalable and Secure Microservice (De)composition,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7815609,2016,REW
Service Cutter: A Systematic Approach to Service Decomposition,https://link-springer-com.proxy-ub.rug.nl/chapter/10.1007/978-3-319-44482-6_12,2016,ESOCC
Towards the understanding and evolution of monolithic applications as microservices,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7833410,2016,CLEI
WAVI: A reverse engineering tool for web applicaions,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7503744,2016,ICPC
A contextual approach towards more accurate duplicate bug report detection and ranking,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1007/s10664-015-9387-3,2016,Empirical Software Engineering
An empirical study of emergency updates for top android mobile apps,https://link-springer-com.proxy-ub.rug.nl/article/10.1007/s10664-016-9435-7,2016,Empirical Software Engineering
Cyber Physical Security for Industrial Control Systems and IoT,https://www-semanticscholar-org.proxy-ub.rug.nl/paper/Cyber-Physical-Security-for-Industrial-Control-and-Kobara/f3ecc466d1c2b0c5f3c0ec3272f5e9b3497c6a81,2016,IEICE Transactions on Information and Systems
Components of Industrial Control Systems,https://link-springer-com.proxy-ub.rug.nl/chapter/10.1007/978-3-319-32125-7_2,2016,Chapter
Security of Cyber-Physical Systems,https://link-springer-com.proxy-ub.rug.nl/chapter/10.1007/978-3-319-61437-3_1,2016,CyberICPS
Metrics and statistical techniques used to evaluate internal quality of object-oriented software: A systematic mapping,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7836021,2016,SCCC
Understanding Code Smells in Android Applications,https://ieeexplore-ieee-org.proxy-ub.rug.nl/abstract/document/7832986,2016,MOBILESoft
An experimental search-based approach to cohesion metric evaluation,https://link-springer-com.proxy-ub.rug.nl/article/10.1007/s10664-016-9427-7,2016,Empirical Software Engineering
Architectural Knowledge for Technology Decisions in Developer Communities: An Exploratory Study with StackOverflow,https://ieeexplore.ieee.org/abstract/document/7516820,2016,10.1109/WICSA.2016.13
ORPLocator: Identifying Read Points of Configuration Options via Static Analysis,https://ieeexplore.ieee.org/abstract/document/7774519,2016,10.1109/ISSRE.2016.37
Automatic identifier inconsistency detection using code dictionary,https://doi.org/10.1007/s10664-015-9369-5,2016,10.1007/s10664-015-9369-5
A look at the dynamics of the JavaScript package ecosystem,https://doi.org/10.1145/2901739.2901743,2016,10.1145/2901739.2901743
Mining Analogical Libraries in Q&A Discussions – Incorporating Relational and Categorical Knowledge into Word Embedding,https://ieeexplore.ieee.org/abstract/document/7476655,2016,10.1109/SANER.2016.21
TechLand: Assisting Technology Landscape Inquiries with Insights from Stack Overflow,https://ieeexplore.ieee.org/abstract/document/7816481,2016,10.1109/ICSME.2016.17
Relationship-aware code search for JavaScript frameworks,https://doi.org/10.1145/2950290.2950341,2016,10.1145/2950290.2950341
Information Retrieval: Implementing and Evaluating Search Engines,,2016,
Dolphin: A search engine for OSS based on crowd discussions across communities,https://ieeexplore.ieee.org/abstract/document/7883141,2016,10.1109/ICSESS.2016.7883141
Architectural-Based Speculative Analysis to Predict Bugs in a Software System,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7883408,2016,ICSE
Code Anomalies Flock Together: Exploring Code Anomaly Agglomerations for Locating Design Problems,https://ieeexplore-ieee-org.proxy-ub.rug.nl/abstract/document/7886924,2016,ICSE
Identifying and Quantifying Architectural Debt,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7886928,2016,ICSE
Decoupling Level: A New Metric for Architectural Maintenance Complexity,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7886929,2016,ICSE
Generating Performance Distributions via Probabilistic Symbolic Execution,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7886891,2016,ICSE
Performance Issues and Optimizations in JavaScript: An Empirical Study,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7886892,2016,ICSE
Augmenting API Documentation with Insights from Stack Overflow,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7886920,2016,ICSE
Belief & Evidence in Empirical Software Engineering,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7886896,2016,ICSE
A Survey on Software Smells,https://www.researchgate.net/publication/322110451_A_Survey_on_Software_Smells,2017,Journal of Systems and Software
Managing Architectural Technical Debt: A unified model and systematic literature review,https://www.researchgate.net/publication/320081646_Managing_Architectural_Technical_Debt_A_unified_model_and_systematic_literature_review,2017,Journal of Systems and Software
What do developers search for on the web?,https://www.researchgate.net/publication/315887516_What_do_developers_search_for_on_the_web,2017,Empirical Software Engineering
Design and Analysis of Experiments,http://eprints.ukh.ac.id/id/eprint/252/1/2017_Book_DesignAndAnalysisOfExperiments.pdf,2017,Book
EnergyPath: Repairing Resource Leaks to Improve Energy-Efficiency of Android Apps,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7889026,2017,IEEE Transactions on Software Engineering
Engineering the software of robotic systems,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7965406,2017,ICSEC
Energy efficiency: A new concern for application software developers ,https://www.researchgate.net/publication/321349992_Energy_efficiency_A_new_concern_for_application_software_developers,2017,Communications of the ACM
How does Docker affect energy consumption? Evaluating workloads in and out of Docker containers,https://www.researchgate.net/publication/316663361_How_does_Docker_affect_energy_consumption_Evaluating_workloads_in_and_out_of_Docker_containers,2017,Journal of Systems and Software
A large-scale study of architectural evolution in open-source software systems,https://www.researchgate.net/publication/309746911_A_large-scale_study_of_architectural_evolution_in_open-source_software_systems,2017,Empirical Software Engineering
Are developers aware of the architectural impact of their changes?,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/8115622,2017,ASE
Arcan: A Tool for Architectural Smells Detection,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7958506,2017,ICSAW
An Architectural Pattern Recommendation Method Based on a Quality-Attributes Trade-off Analysis,https://www.researchgate.net/publication/316884593_An_Architectural_Pattern_Recommendation_Method_Based_on_a_Quality-Attributes_Trade-off_Analysis,2017,Journal of KIISE
Evolution Prediction and Process Support of OSS Studies: A Systematic Mapping,https://www.researchgate.net/publication/316723527_Evolution_Prediction_and_Process_Support_of_OSS_Studies_A_Systematic_Mapping,2017,Article
Identifying Hiddene Dependencies in Software Systems,https://www-semanticscholar-org.proxy-ub.rug.nl/paper/Identifying-Hidden-Dependencies-in-Software-Systems-Czibula-Czibula/77f003bccdf2d213fe3cc6cdd4ee8396ad01508d,2017,Sudia Universitatis Babes-Bolyai Informatica
Toward Architecture Knowledge Sustainability: Extending System Longevity,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7888418,2017,IEEE Software
Towards Better Understanding of Software Quality Evolution through Commit-Impact Analysis,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/8009930,2017,QRS
"Causal Modeling, Discovery, & Inference for Software Engineering",https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7965293,2017,ICSE-C
Software security in open source development: A systematic literature review,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/8250205,2017,FRUCT
The Pricey Bill of Technical Debt: When and by Whom will it be Paid,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/8094405,2017,ICSME
The magnificent seven: towards a systematic estimation of technical debt interest,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/3120459.3120467,2017,XP
Automatically Classifying Requirements from App Stores: A Preliminary Study,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/8054879,2017,REW
Reference architectures and Scrum: friends or foes?,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/3106237.3117773,2017,ESEC/FSE
Automatic Classification of Non-Functional Requirements from Augmented App User Reviews,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/3084226.3084241,2017,EASE
Evolution in software architecture recovery techniques -- A survey,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/8281704,2017,ICET
Investigating the Recovery of Product Line Architectures: An Approach Proposal,https://link-springer-com.proxy-ub.rug.nl/book/10.1007/978-3-319-56856-0,2017,ICSR
Connecting web-based IoT devices to a cloud-based manufacturing platform,https://ieeexplore-ieee-org.proxy-ub.rug.nl/abstract/document/8217516/similar#similar,2017,IECON
Improving northbound interface communication in SDWSN,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/8217468,2017,IECON
An Analysis of RESTful APIs Offerings in the Industry,https://link-springer-com.proxy-ub.rug.nl/chapter/10.1007/978-3-319-69035-3_43,2017,ICSOC
RAML-Based Mock Service Generator for Microservice Applications Testing,https://link-springer-com.proxy-ub.rug.nl/chapter/10.1007/978-3-319-71255-0_37,2017,RuSCDays
A Lexical and Semantical Analysis on REST Cloud Computing APIs,https://link-springer-com.proxy-ub.rug.nl/chapter/10.1007/978-3-319-94959-8_16,2017,CLOSER
Contextual understanding of microservice architecture: current and future directions,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/3183628.3183631,2017,ACM SIGAPP Applied Computing Review
"Architecture consistency: State of the practice, challenges and requirements",https://link-springer-com.proxy-ub.rug.nl/article/10.1007/s10664-017-9515-3,2017,Empirical Software Engineering
Reconstructing and evolving software architectures using a coordinated clustering framework,https://link-springer-com.proxy-ub.rug.nl/article/10.1007/s10515-017-0211-8,2017,Automated Software Engineering
Mining Approach for Software Architectures' Description Discovery,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/8308382,2017,AICCSA
Usability of Composing REST Services on Smartphones,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7920947,2017,AINA
REST4Mobile: A framework for enhanced usability of REST services on smartphones,https://onlinelibrary-wiley-com.proxy-ub.rug.nl/doi/10.1002/cpe.4174,2017,Concurrency and Computation: Practice and Experience
"Microservices in Practice, Part 1: Reality Check and Service Design",https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7819415,2017,IEEE Software
MicroART: A Software Architecture Recovery Tool for Maintaining Microservice-Based Systems,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7958510,2017,ICSAW
"Microservices: Yesterday, Today, and Tomorrow",https://link-springer-com.proxy-ub.rug.nl/chapter/10.1007/978-3-319-67425-4_12,2017,Present and Ulterior Software Engineering
Mitigating Information Disclosure Attacks in the Cloud by Blocking Invalid User and Figure Out Problems to Solve DDoS by Analyzing StackOverflow Questions,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/8412901,2017,ICEEE
Performance Engineering for Microservices: Research Challenges and Directions,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/3053600.3053653,2017,ICPE
Empirical study on refactoring large-scale industrial systems and its effects on maintainability,https://www-sciencedirect-com.proxy-ub.rug.nl/science/article/pii/S0164121216301558?via%3Dihub,2017,Journal of Systems and Software
Barriers to refactoring,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/3131873,2017,Communications of the ACM
Generating simpler AST edit scripts by considering copy-and-paste,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/8115664,2017,ASE
Ripple: A Test-Aware Architecture Modeling Framework,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7968050,2017,ECASE
A Catalog of Security Architecture Weaknesses,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7958491,2017,ICSAW
Stacy-static code analysis for enhanced vulnerability detection,https://www-tandfonline-com.proxy-ub.rug.nl/doi/full/10.1080/23311916.2017.1335470,2017,Cogent Engineering
Towards a software vulnerability prediction model using traceable code patterns and software metrics,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/8115724,2017,ASE
Neurophysiological Impact of Software Design Processes on Software Developers,https://link-springer-com.proxy-ub.rug.nl/chapter/10.1007/978-3-319-58625-0_4,2017,AC
