Paper Name,Link,Year,Type,Analysed,MSR,SA,MSR4SA,Rank,Data Extraction,Note,Description,
Architectural Solutions to Mitigate Security Vulnerabilities in Software Systems,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/3230833.3233766,2018,ARES,No,Yes,Yes,Yes,B,,1 case study,"In this paper, they propsoe a prototype to detect vulnerabilities by identifying their architectural sources and also use security patterns to mitigate the identified vulnerabilities",
On the identification of design problems in stinky code: experiences and tool support,https://journal-bcs.springeropen.com/articles/10.1186/s13173-018-0078-y,2018,Journal of the Brazilian Computer Society,No,No,No,No,,,,"They applied a mixed-method approach to analyze if and how developers can effectively find design problems when reflecting upon stinky code--i.e., a program location affected by multiple smells",
Identifying design problems in the source code: a grounded theory,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/3180155.3180239,2018,ICSE,No,No,No,No,,,,"Although researchers have been investigating techniques to help developers in identifying design problems, there is little knowledge on how developers actually proceed to identify design problems. In order to tackle this problem, they conducted a multi-trial industrial experiment with professionals from 5 software companies to build a grounded theory",
Neurophysiological Impact of Software Design Processes on Software Developers,https://link-springer-com.proxy-ub.rug.nl/chapter/10.1007/978-3-319-58625-0_4,2017,AC,No,No,No,No,,,,This study takes a new approach using tools from cognitive neuroscience to examine the cognitive load and arousal level placed on software engineers while working with different software designs,
Round-trip engineering with the Two-Tier Programming Toolkit,https://link-springer-com.proxy-ub.rug.nl/article/10.1007/s11219-017-9363-9,2017,Software Quality Journal,No,No,No,No,,,,"They describe a Toolkit which supports a round-trip engineering of native Java programs without interfering with any existing practices, tools, or development environments, thereby posing a minimal barrier on adoption",
Spotting Design Problems with Smell Agglomerations,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7883422,2016,ICSE-C,No,No,No,No,,,,They are investigating a strategy to select a group of code smells that is likely to help developers to find design problems,
Quantifying architectural debts,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/2786805.2803194,2015,ESEC/FSE,No,No,Yes,No,,,,"In this paper, they define architectural debts as clusters of files with problematic architectural connections among them, and their connections incur high maintenance costs over time",
"Programs, life cycles, and laws of software evolution",https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/1456074?reload=true,1980,Proceedings of the IEEE,No,No,No,No,,,,This paper identifies the sources of evolutionary pressure on computer applications and programs and shows why this results in a process of never ending maintenance activity,
"NCBI reference sequences (RefSeq): a curated non-redundant sequence database of genomes, transcripts and proteins",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1716718/,2007,Nucleic acids research,No,No,No,No,,,,RefSeq is a public database of nucleotide and protein sequences with feature and bibliographic annotation,
NoSQL Distilled: A Brief Guide to the Emerging World of Polyglot Persistence,https://www.amazon.nl/NoSQL-Distilled-Emerging-Polyglot-Persistence/dp/0321826620,2012,Book,No,No,No,No,,,,This book is a concise but thorough introduction to NoSQL databases,
Toward an architecture for never-ending language learning,https://dl-acm-org.proxy-ub.rug.nl/doi/10.5555/2898607.2898816,2010,AAAI,No,No,Yes,No,,,,"They consider here the problem of buidling a never-ending language learner; that is, an intelligent computer agent that runs forever and that each day must (1) extract, or read, information from the web to populate a growing structured knowledge base, and (2) learn to perform this task better than on the previous day",
Bootstrapping biomedical ontologies for scientific text using NELL,https://dl-acm-org.proxy-ub.rug.nl/doi/10.5555/2391123.2391126,2012,BioNLP,No,No,No,No,,,,"They describe an open information extraction system for biomedical text based on NELL, a system designed for extraction from Web text",
A machine learning approach for the curation of biomedical literature,https://dl-acm-org.proxy-ub.rug.nl/doi/abs/10.5555/1757788.1757847,2003,ECIR,No,No,No,No,,,,"In this paper, they present an automated text classification system for the classification of biomedical papers",
Elementary: Large-Scale Knowledge-Base Construction via Machine Learning and Statistical Inference,https://www-igi-global-com.proxy-ub.rug.nl/gateway/article/74339,2012,IJSWIS,No,No,No,No,,,,"They have implemented a solution to the TAC-KBP challenge with quality comparable to the state of the art, as well as an end-to-end online demonstration that automatically and continuously enriches Wikipedia with structured data by reading millions of webpages on a daily basis",
"Using ""Annotator Rationales"" to Improve Machine Learning for Text Categorization",https://www.researchgate.net/publication/220817184_Using_Annotator_Rationales_to_Improve_Machine_Learning_for_Text_Categorization,2007,HLT-NAACL,No,No,No,No,,,,They propose a new framework for supervised machine learning,
Annotating software documentation in semantic wikis,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/2064713.2064718,2011,ESAIR,No,No,No,No,,,,This paper reports on the application of semantic annotation and knowledge retrieval using the ArchiMind semantic wiki system,
Supporting architecture documentation: a comparison of two ontologies for knowledge retrieval,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/2745802.2745804,2015,EASE,No,No,Yes,No,,,,In this paper they investigate how ontology-based documentation may support users in finding the architectural knowledge they need,
Software Architecture Documentation: The Road Ahead,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/5959778,2011,WICSA,Yes,,,,,,,"It is part of the WICSA/ECSA conference, so it is already analyzed",
Identification of Technology Features to Understand and Maintain Software Architectures,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/8587306,2018,ASWEC,No,Yes,Yes,Yes,Australasian B,,Australian,"In this paper, they propose an approach to identify technology features in existing systems",
Ontology-based information extraction: An introduction and a survey of current approaches,https://journals-sagepub-com.proxy-ub.rug.nl/doi/10.1177/0165551509360123,2010,Journal of Information Science,No,No,No,No,,,,"In this paper, they provide an introduction to ontology-based information extraction and review the details of different Ontology-based information extraction systems developed so far",
Architectural Knowledge: Getting to the Core,https://link-springer-com.proxy-ub.rug.nl/chapter/10.1007/978-3-540-77619-2_12?noAccess=true,2007,QoSA,No,Yes,Yes,Yes,Not ranked,,,They experimented with a model of architectural knowledge to characterize the use of architectural knowledge in four different organizations,
Beginning Behavioral Research: A Conceptual Primer,https://www.amazon.com/Beginning-Behavioral-Research-Conceptual-Primer/dp/0205810314,2008,Book,No,No,No,No,,,,"This book introduces students to the broad base and conceptual underpinnings of basic principles of ethical research with human participants from (a) the development of ideas and testable hypotheses, to (b) the selection of appropriate methods of measurement and data collection, to (c) the design and implementation of empirical research, to (d) the statistical analysis and interpretation of results, and finally, to (e) the reporting of findings and conclusions",
"Qualitative content analysis - theoretical foundation, basic procedures and software evolution",https://www.researchgate.net/publication/266859800_Qualitative_content_analysis_-_theoretical_foundation_basic_procedures_and_software_solution,2014,Book,No,No,No,No,,,,They try to develop a step-by-step model of the research process which is valuable for qualitative and quantitative research,
Introduction to WordNet: An On-line Lexical Database,https://wordnetcode.princeton.edu/5papers.pdf,1990,International Journal of Lexicography,No,No,No,No,,,,"WordNet is an on-line lexical reference system whose design is inspired by current psycholinguistic theories of human lexical memory. This, and the accompanying four papers, is a detailed report of the state of WordNet as of 1990",
On the Criterion that a Given System of Deviations from the Probable in the Case of a Correlated System of Variables is Such that it Can be Reasonably Supposed to have Arisen from Random Sampling,https://link-springer-com.proxy-ub.rug.nl/chapter/10.1007/978-1-4612-4380-9_2,1900,Breakthroughs in Statistics,No,No,No,No,,,,"The object of this paper is to investigate a criterion of the probability on any theory of an observed system of errors, and to apply it to the determination of goodness of fit in the case of frequency curves",
A Coefficient of Agreement for Nomical Scales,https://journals-sagepub-com.proxy-ub.rug.nl/doi/10.1177/001316446002000104,1960,Educational and Psycological Measurement,No,No,No,No,,,,"The purpose of this article is to present a coefficient to measure the degree of agreement in nomical scales, and to provide means of testing hypotheses and setting confidence limits for this coefficient",
ArCode: Facilitating the Use of Application Frameworks to Implement Tactics and Patterns,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/9426773,2021,ICSA,Yes,,,,,,,"It is part of the ICSA conference, so it is already analysed",
Exploring Enterprise Knowledge Graphs: A Use Case in Software Engineering,https://link-springer-com.proxy-ub.rug.nl/chapter/10.1007/978-3-319-93417-4_36,2018,ESWC,No,No,Yes,No,,,,"They propose an approach for buiding exploratory search systems on enterprise-scale knowledge graphs and demonstrate its use within Siemens, which resulted in the STAR system used in practice by 200-300 software architects",
